file_path,fruit,ripeness,class,class_idx
..\data\raw\tomato\unripe\tomato_unripe_0075.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\tomato\overripe\tomato_overripe_0019.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\ripe\mango_ripe_0088.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0069.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\ripe\tomato_ripe_0090.jpg,tomato,ripe,tomato_ripe,1
..\data\raw\tomato\unripe\tomato_unripe_0052.jpg,tomato,unripe,tomato_unripe,0
..\data\raw\mango\overripe\mango_overripe_0062.jpg,mango,overripe,mango_overripe,5
..\data\raw\tomato\overripe\tomato_overripe_0080.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\ripe\mango_ripe_0024.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\unripe\mango_unripe_0017.jpg,mango,unripe,mango_unripe,3
..\data\raw\mango\ripe\mango_ripe_0030.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\overripe\tomato_overripe_0002 - Copy.jpg,tomato,overripe,tomato_overripe,2
..\data\raw\mango\ripe\mango_ripe_0078.jpg,mango,ripe,mango_ripe,4
..\data\raw\mango\ripe\mango_ripe_0040.jpg,mango,ripe,mango_ripe,4
..\data\raw\tomato\ripe\tomato_ripe_0024.jpg,tomato,ripe,tomato_ripe,1
